Código,Familia,Materia,Clasificacion,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo
634,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abuso sexual de mayor de 14 años y menor de 18 años con circunstancia de estupro,Denuncias,35,26,31,18,29,20,16
635,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abuso sexual de mayor de 14 (con circunstancias de violación),Denuncias,84,71,61,56,86,92,111
636,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Aborto cometido por facultativo por causales no reguladas,Denuncias,1,0,1,0,0,0,0
637,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Violación de mayor de 14 años,Denuncias,234,213,219,188,241,325,306
638,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL","Captación, grabación y difusión de registros audiovisuales de partes íntimas",Denuncias,14,10,14,7,10,17,14
639,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Abuso sexual de mayor de 14 años por sorpresa y/o sin consentimiento,Denuncias,355,332,332,363,383,368,390
640,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Acoso sexual en lugares públicos o de libre acceso público,Denuncias,164,159,168,167,145,99,101
647,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Transmisión de imágenes de connotación sexual de menores de 18 años,Denuncias,4,0,0,1,4,0,1
649,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Producción material pornográfico utilizando menores de 18 años,Denuncias,0,3,0,0,0,0,0
650,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL",Adquisición o almacenamiento material pornográfico infantil,Denuncias,2,1,0,2,0,3,0
699,"CRÍMENES Y SIMPLES DELITOS CONTRA EL ORDEN DE LAS FAMILIAS, MORALIDAD PÚBLICA Y LA INTEGRIDAD SEXUAL","Otros delitos contra el orden de las familias, contra la moralidad pública y contra la integridad sexual",Denuncias,77,48,39,47,49,72,80
701,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Parricidio,Denuncias,1,0,0,2,1,2,4
702,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Homicidio,Denuncias,53,52,53,52,65,90,100
703,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Homicidio calificado,Denuncias,15,17,10,11,15,19,19
705,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Homicidio en riña o pelea,Denuncias,3,3,2,2,3,6,11
706,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Auxilio al suicidio,Denuncias,2,3,0,2,1,0,1
707,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Infanticidio,Denuncias,0,1,0,0,0,0,0
709,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Lesiones graves,Denuncias,1089,981,995,1056,1158,1641,1777
710,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Lesiones menos graves,Denuncias,881,738,856,820,916,1188,1475
715,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Calumnia,Denuncias,4,0,0,4,1,1,2
716,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Injuria,Denuncias,5,0,3,5,3,2,2
717,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Lesiones graves gravísimas,Denuncias,18,16,17,18,24,25,40
720,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Femicidio íntimo,Denuncias,1,0,1,1,1,1,1
721,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Tráfico de migrantes,Denuncias,0,0,0,0,0,0,0
722,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Tráfico de migrantes cometidos por funcionario público,Denuncias,0,0,0,0,0,0,0
723,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Trata de personas para la explotación sexual,Denuncias,0,1,1,0,2,0,0
724,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Trata de personas menores de 18 años,Denuncias,1,0,0,0,0,0,1
725,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Asociación ilícita para tráfico de migrantes y/o trata de personas,Denuncias,0,0,0,0,0,0,0
727,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Trata de personas para trabajos forzados y otros,Denuncias,0,1,0,0,0,0,0
763,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Maltrato corporal a menores o personas vulnerables,Denuncias,6502,6435,6399,6443,6392,5163,6005
764,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Maltrato cometido por persona con deber de cuidado,Denuncias,5,1,5,4,6,3,3
765,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Tratos degradantes a personas vulnerables,Denuncias,28,27,35,29,33,18,20
766,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Femicidio no íntimo,Denuncias,1,0,0,0,0,0,0
767,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Lesiones graves y menos graves a miembros de bomberos en el ejercicio de sus funciones,Denuncias,0,0,0,0,0,1,1
768,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,"Suicidio femicida, inducción al suicidio y/o al suicidio femicida",Denuncias,1,1,0,1,0,0,0
769,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Conspiración para cometer homicidio calificado por premio o promesa remuneratoria,Denuncias,1,0,0,0,0,0,0
799,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Otros delitos contra las personas,Denuncias,4238,4374,4357,4231,4337,3777,3913
13001,CRÍMENES Y SIMPLES DELITOS CONTRA LAS PERSONAS/2,Lesiones leves,Denuncias,22318,20545,20913,20394,21523,23738,27929
802,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con intimidación,Denuncias,6363,6381,6517,6511,6587,5872,5148
803,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con violencia,Denuncias,2750,2765,2902,2813,3061,3020,3009
804,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo por sorpresa,Denuncias,4139,4634,4942,4791,5111,4035,2694
806,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Extorsión,Denuncias,31,40,41,44,43,38,38
808,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo en bienes nacionales de uso público o sitios no destinados a habitación,Denuncias,8001,8999,9048,9322,9341,6772,5326
809,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo en lugar habitado,Denuncias,5630,5536,5588,5709,5936,5702,5563
810,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo en lugar no habitado,Denuncias,7253,5804,5846,5684,5658,5035,4934
811,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Abigeato,Denuncias,328,360,351,376,430,420,364
812,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Receptación,Denuncias,14,15,8,15,12,13,10
814,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Destrucción o alteración de deslindes,Denuncias,7,8,4,13,7,7,7
816,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Estafas y otras defraudaciones contra particulares,Denuncias,5746,5687,5796,5608,6011,4692,3678
817,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Usura,Denuncias,1,1,0,3,0,0,1
821,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto de hallazgo,Denuncias,131,125,125,113,171,161,125
824,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Abuso de firma en blanco,Denuncias,1,1,0,0,0,0,0
825,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Infracción artículo 454,Denuncias,1,1,0,2,0,0,2
826,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto agravado,Denuncias,239,200,229,214,205,159,127
827,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con homicidio,Denuncias,5,5,5,3,5,9,4
828,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con violación,Denuncias,22,24,18,27,25,18,17
829,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,"Robo con castración, mutilación o lesiones graves gravísimas",Denuncias,1,0,0,0,0,0,1
831,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo de vehículo motorizado,Denuncias,3676,4199,4110,4328,4272,4070,3483
832,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Portar elementos conocidamente destinados a cometer delito de robo,Denuncias,4,0,2,4,2,2,0
833,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Usurpación u ocupación violenta de inmueble,Denuncias,8,11,10,16,12,12,4
834,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Usurpación u ocupación de inmueble no violenta sin daños a las cosas,Denuncias,113,100,123,94,94,99,82
836,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Usurpación de aguas,Denuncias,28,20,30,16,16,27,20
838,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio con resultado de muerte y/o lesiones,Denuncias,74,59,77,69,78,80,105
839,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Otros estragos,Denuncias,19,18,15,26,28,20,17
840,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Daños simples,Denuncias,16074,16001,15848,16381,17653,16042,14191
841,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Daños calificados,Denuncias,145,128,141,127,146,147,151
846,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto simple por un valor sobre 40 UTM,Denuncias,763,786,802,831,862,701,576
847,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto simple por un valor de 4 a 40 UTM,Denuncias,6125,6574,6649,6996,7467,5977,4309
848,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto simple por un valor de media a menos de 4 UTM,Denuncias,4004,4230,4297,4290,4751,4071,2914
849,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Apropiación de cables de tendido eléctrico o de comunicaciones,Denuncias,65,72,67,58,63,40,43
851,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio de bosques,Denuncias,82,81,64,91,128,86,89
853,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto de bienes pertenecientes a redes de suministro público,Denuncias,25,35,27,32,24,11,16
854,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio con peligro para las personas,Denuncias,73,60,57,65,87,74,75
855,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Incendio solo con daños o sin peligro de propagación,Denuncias,1008,963,940,1079,1129,1098,1117
856,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Apropiación indebida,Denuncias,977,884,878,867,912,784,614
858,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con fuerza de cajeros automáticos,Denuncias,0,0,0,2,1,0,0
861,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con lesiones graves,Denuncias,1,3,2,4,9,5,1
862,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con retención de víctimas o lesiones graves,Denuncias,28,18,23,27,18,15,15
863,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Administración desleal de persona natural,Denuncias,0,0,0,0,0,0,1
864,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Receptación cometida por persona jurídica,Denuncias,0,0,0,0,0,0,0
866,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Apropiación indebida cometido por persona jurídica,Denuncias,2,2,3,1,1,2,0
867,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,"Robo de vehículo motorizado por sorpresa, violencia o intimidación",Denuncias,1386,1416,1595,1497,1543,1546,1346
868,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo de vehículo utilizando elementos distractivos,Denuncias,3,4,1,3,2,0,1
869,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Receptación de vehículos motorizados,Denuncias,16,29,22,28,23,14,17
870,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Robo con ocasión de calamidad o alteración al orden público,Denuncias,0,0,1,0,0,0,0
871,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Hurto con ocasión de calamidad o alteración al orden público,Denuncias,0,0,0,1,0,0,1
872,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Saqueo,Denuncias,3,2,0,0,1,1,0
877,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Porte de elementos para provocar incendio o estragos,Denuncias,0,0,0,0,0,0,0
891,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Sustracción de madera,Denuncias,83,76,78,88,84,55,54
892,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Sustracción de madera. Persona jurídica,Denuncias,3,4,6,4,3,2,3
896,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Posesión o tenencia ilegítima de madera,Denuncias,0,1,0,0,0,0,1
899,CRÍMENES Y SIMPLES DELITOS CONTRA LA PROPIEDAD,Otros delitos contra la propiedad,Denuncias,1332,1318,1427,1366,1388,1220,1219
901,DE LOS CUASIDELITOS,Cuasidelito de lesiones,Denuncias,2841,2870,2872,2940,3001,2432,2044
905,DE LOS CUASIDELITOS,Cuasidelito de homicidio,Denuncias,6,3,5,8,10,10,11
910,DE LOS CUASIDELITOS,Cuasidelito de lesiones cometido por profesionales de la salud,Denuncias,0,1,2,2,1,2,1
911,DE LOS CUASIDELITOS,Cuasidelito de homicidio cometido por profesionales de la salud,Denuncias,3,0,2,0,1,2,1
999,DE LOS CUASIDELITOS,Otros de los cuasidelitos,Denuncias,182,221,177,186,214,193,164
1001,HECHOS DE RELEVANCIA CRIMINAL,Presunta desgracia,Denuncias,4187,4654,4474,3879,4429,4065,3938
1002,HECHOS DE RELEVANCIA CRIMINAL,Muertes y hallazgo de cadáver,Denuncias,1268,1052,1068,1192,1083,1188,1257
1006,HECHOS DE RELEVANCIA CRIMINAL,Hallazgo de vehículo,Denuncias,3268,3213,3174,3198,3088,3005,2903
1014,HECHOS DE RELEVANCIA CRIMINAL,Presunta desgracia infantil,Denuncias,885,869,895,855,1098,929,756
1018,HECHOS DE RELEVANCIA CRIMINAL,Hallazgo de drogas,Denuncias,145,162,148,176,141,91,59
1099,HECHOS DE RELEVANCIA CRIMINAL,Otros hechos que no constituyan delito/3,Denuncias,9861,9792,9840,9708,9965,9423,9252
2002,DELITOS INFORMÁTICOS,Sabotaje informático,Denuncias,7,14,5,9,11,5,4
2003,DELITOS INFORMÁTICOS,Espionaje informático,Denuncias,5,2,4,4,0,1,1
2004,DELITOS INFORMÁTICOS,Ataque a la integridad de un sistema informático,Denuncias,0,0,1,0,0,0,0
2005,DELITOS INFORMÁTICOS,Acceso ilícito,Denuncias,1,0,1,1,2,0,2
2007,DELITOS INFORMÁTICOS,Ataque a la integridad de los datos informáticos,Denuncias,1,0,3,1,1,1,0
2008,DELITOS INFORMÁTICOS,Falsificación informática,Denuncias,1,0,0,1,0,0,0
2009,DELITOS INFORMÁTICOS,Receptación de datos informáticos,Denuncias,0,0,0,0,0,1,0
2010,DELITOS INFORMÁTICOS,Otros fraudes informáticos,Denuncias,20,13,14,18,14,13,6
3001,LEY GENERAL DE BANCOS,Obtención fraudulenta de créditos,Denuncias,1,0,0,0,0,1,0
3002,LEY GENERAL DE BANCOS,"Alterar, ocultar o destruir balances, libros antecedentes sujeto a fiscalización",Denuncias,0,0,0,1,0,0,1
3003,LEY GENERAL DE BANCOS,Invasión del giro bancario,Denuncias,1,0,1,1,2,3,0
3099,LEY GENERAL DE BANCOS,Otros delitos Ley General de Bancos,Denuncias,17,11,7,21,11,6,4
4003,LEY DE CUENTAS CORRIENTES BANCARIAS Y CHEQUES,Giro doloso de cheques (falta de fondos). Acción penal privada,Denuncias,1,0,1,1,1,0,0
4004,LEY DE CUENTAS CORRIENTES BANCARIAS Y CHEQUES,Giro doloso de cheques (cuenta cerrada). Acción penal privada,Denuncias,0,0,1,1,0,0,0
4005,LEY DE CUENTAS CORRIENTES BANCARIAS Y CHEQUES,Giro doloso de cheques. Acción penal pública,Denuncias,1,3,2,0,0,0,1
4006,LEY DE CUENTAS CORRIENTES BANCARIAS Y CHEQUES,Tacha falsa firma auténtica. Acción penal pública,Denuncias,1,0,0,1,1,0,1
4099,LEY DE CUENTAS CORRIENTES BANCARIAS Y CHEQUES,Otros delitos Ley de Cuentas Corrientes Bancarias y Cheques,Denuncias,68,68,66,76,62,40,31
5001,DELITOS TRIBUTARIOS,Delitos que contempla el Código Tributario,Denuncias,0,0,0,0,0,0,0
5002,DELITOS TRIBUTARIOS,Comercio clandestino,Denuncias,16,23,24,37,38,48,30
5003,DELITOS TRIBUTARIOS,Declaración maliciosa de impuestos,Denuncias,0,0,1,0,0,0,0
5099,DELITOS TRIBUTARIOS,Infracciones tributarias contempladas en otras leyes,Denuncias,0,0,0,1,0,0,0
7001,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Elaboración ilegal de drogas o sustancias sicotrópicas,Denuncias,3,2,1,1,2,1,2
7006,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Cultivo/cosecha de especies vegetales productoras de estupefacientes,Denuncias,15,26,34,20,8,7,3
7007,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Tráfico ilícito de drogas,Denuncias,102,123,112,111,113,59,31
7014,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Asociaciones ilícitas Ley de drogas,Denuncias,0,0,1,0,0,0,0
7031,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Producción y tráfico por desvío de precursores,Denuncias,0,0,0,0,0,0,0
7032,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Suministro indebido de drogas,Denuncias,1,0,0,1,1,0,0
7033,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,"Prescripción médica abusiva de drogas, estupefacientes o sicotrópicas",Denuncias,0,0,0,0,0,0,0
7037,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Microtráfico (tráfico de pequeñas cantidades),Denuncias,23,30,18,21,24,7,8
7042,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Facilitación de bienes al tráfico de drogas,Denuncias,0,0,0,1,0,0,0
7043,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Tolerancia al tráfico o consumo de drogas,Denuncias,0,0,0,0,0,0,0
7044,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Tráfico de especies vegetales,Denuncias,0,0,0,1,0,0,0
7045,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Omisión de denunciar por funcionario público,Denuncias,16,6,7,10,4,9,5
7046,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Delitos cometidos por personal militar y gente de mar,Denuncias,0,1,1,0,0,1,0
7047,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Conspiración de Ley 20.000 ,Denuncias,0,0,0,0,0,0,0
7050,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Uso malicioso de identidad anterior,Denuncias,13,9,15,15,7,8,8
7053,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,"Abandonar en lugar de fácil acceso plantas, semillas u otras",Denuncias,1,1,0,0,0,1,0
7054,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Suministro de estupefacientes sin consentimiento,Denuncias,0,0,0,0,0,0,0
7099,TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Otros delitos de la Ley 20.000,Denuncias,78,103,112,107,65,30,37
8002,PROPIEDAD Y PRIVILEGIOS INDUSTRIALES,Delitos marcarios,Denuncias,1,0,0,0,0,0,0
8003,PROPIEDAD Y PRIVILEGIOS INDUSTRIALES,Demás delitos contra Ley de Propiedad Industrial,Denuncias,2,1,1,0,0,2,0
9002,PROPIEDAD INTELECTUAL,Falsificación de obras protegidas por Ley de Propiedad Intelectual,Denuncias,0,0,0,0,0,0,0
9003,PROPIEDAD INTELECTUAL,Venta ilícita de obras protegidas por Ley de Propiedad Intelectual,Denuncias,0,0,0,0,0,0,0
9004,PROPIEDAD INTELECTUAL,Utilización sin autorización de obras de dominio ajeno por Ley de Propiedad Intelectual,Denuncias,0,0,0,1,0,0,0
9099,PROPIEDAD INTELECTUAL,Demás delitos contemplados en la Ley de Propiedad Intelectual,Denuncias,0,1,0,2,0,0,1
10001,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,"Posesión, tenencia o porte de armas sujetas a control",Denuncias,11,10,9,14,9,5,1
10008,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Porte de arma prohibida,Denuncias,3,2,2,1,0,0,0
10009,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Posesión o tenencia de armas prohibidas,Denuncias,0,0,0,3,3,2,1
10010,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Tráfico de armas,Denuncias,0,0,0,1,0,0,0
10013,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,"Posesión o tenencia de armas de guerra, química, biológica o nuclear",Denuncias,0,0,0,0,0,0,0
10014,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Entrega o puesta a disposición de armas a menores,Denuncias,1,0,0,0,0,0,0
10015,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Colocación de bomba o artefacto,Denuncias,2,1,4,4,4,3,0
10016,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Disparos injustificados en la vía pública,Denuncias,162,178,145,153,144,176,200
10037,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,"Accionar fuegos artificiales, pirotécnicos o similares sin autorización",Denuncias,51,44,55,39,50,86,93
10038,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Posesión de fuegos artificiales,Denuncias,2,3,1,0,2,0,1
10039,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,"Fabricación, elaboración, modificación, importación, exportación, adquisición de fuegos artificiales",Denuncias,0,0,1,1,1,0,0
10099,CONTROL DE ARMAS. LEY 17.798; LEY 21.250,Otros delitos de la Ley de Control de Armas,Denuncias,755,883,825,844,727,326,304
11001,LEY ORGÁNICA DE INVESTIGACIONES,Maltrato de obra personal de Investigaciones con o sin lesiones,Denuncias,0,0,0,0,0,1,0
11004,LEY ORGÁNICA DE INVESTIGACIONES,Amenazar simple o condicionalmente u ofender públicamente a personal de la Policía de Investigaciones,Denuncias,25,47,30,30,33,26,31
11005,LEY ORGÁNICA DE INVESTIGACIONES,"Falsificación de placas, tarjetas, timbres y sellos de Investigaciones",Denuncias,13,23,20,19,21,7,9
11099,LEY ORGÁNICA DE INVESTIGACIONES,Otros delitos Ley Orgánica de Investigaciones,Denuncias,0,0,1,0,0,0,0
11102,LEY ORGÁNICA DE GENDARMERÍA,Maltrato de obra a gendarme en el desempeño de sus funciones,Denuncias,0,0,0,0,0,0,0
11103,LEY ORGÁNICA DE GENDARMERÍA,Amenaza a gendarme en el desempeño de sus funciones,Denuncias,1,0,1,1,1,2,0
11104,LEY ORGÁNICA DE GENDARMERÍA,Ingreso ilegítimo de aparatos de comunicaciones y tecnológicos a centros penitenciarios,Denuncias,0,0,0,0,0,0,0
12072,LEY DE TRÁNSITO,Falsificación de licencia de conducir y otras falsificaciones,Denuncias,5,4,8,4,8,2,0
12073,LEY DE TRÁNSITO,Accidente con resultado de muerte o lesiones graves,Denuncias,213,212,190,225,228,282,280
12074,LEY DE TRÁNSITO,Conducción sin la licencia debida,Denuncias,51,39,38,21,22,29,25
12076,LEY DE TRÁNSITO,Instalación indebida de señales del tránsito o barreras,Denuncias,1,0,0,2,1,0,0
12077,LEY DE TRÁNSITO,No dar cuenta de accidente de tránsito,Denuncias,129,133,155,135,152,156,192
12078,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol con o sin daños o lesiones leves,Denuncias,27,41,31,42,108,139,101
12079,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol causando lesiones menos graves,Denuncias,1,0,1,0,0,0,2
12184,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol causando lesiones graves gravísimas,Denuncias,0,1,2,0,0,0,2
12185,LEY DE TRÁNSITO,Conducción bajo la influencia del alcohol causando muerte,Denuncias,0,0,0,0,0,0,0
14004,LEY DE TRÁNSITO,Conducción estado de ebriedad con suspensión de licencia,Denuncias,3,1,0,1,1,0,2
14005,LEY DE TRÁNSITO,Negativa a efectuarse examen,Denuncias,0,0,0,0,1,0,0
14006,LEY DE TRÁNSITO,Conducción estado ebriedad con resultado de muerte,Denuncias,0,0,0,1,0,1,1
14007,LEY DE TRÁNSITO,Conducción estado ebriedad con resultado de lesiones graves gravísimas,Denuncias,0,0,0,0,0,2,0
14008,LEY DE TRÁNSITO,Conducción estado de ebriedad con resultado de lesiones graves,Denuncias,1,0,1,0,0,1,1
14009,LEY DE TRÁNSITO,Conducción estado ebriedad con resultado de lesiones menos graves,Denuncias,0,0,0,0,1,3,1
14020,LEY DE TRÁNSITO,Cuasidelito vehículo motorizado,Denuncias,498,519,565,556,564,406,357
14021,LEY DE TRÁNSITO,Marcharse del sitio del suceso sin prestar auxilio a la víctima,Denuncias,50,40,42,48,58,56,51
14022,LEY DE TRÁNSITO,Ocultamiento de placa patente,Denuncias,5,6,3,6,8,1,5
